"OrderID","OrderDate","CustomerName","Email","PhoneNumber","AddressLine1","City","Country","Postcode","LoyaltyCard","CoffeeType","RoastType","Size","UnitPrice","PricePer100g","Profit","Quantity","TotalPrice","TotalProfit"
YQL-63755-365,"7/31/2020",Carolann Beine,cbeinee7@xinhuanet.com,+1 (205) 468-0236,"81 West Plaza",Birmingham,United States,"35244",Loyality Card,Coffee Type,Roast Type,"0.2",3.375,Price per 100g,0.30375,4,13.5,1.215
RKW-81145-984,"3/11/2019",Celia Bakeup,cbakeupe8@globo.com,+1 (320) 375-8504,"73 Bellgrove Circle",Saint Cloud,United States,"56372",Loyality Card,Coffee Type,Roast Type,"1.0",15.85,Price per 100g,2.0605,3,47.55,6.181500000000001
MBT-23379-866,"5/10/2022",Nataniel Helkin,nhelkine9@example.com,N/A,"9 Loftsgordon Pass",Philadelphia,United States,"19191",Loyality Card,Coffee Type,Roast Type,"1.0",15.85,Price per 100g,2.0605,5,79.25,10.302500000000002
GEJ-39834-935,"12/25/2021",Pippo Witherington,pwitheringtonea@networkadvertising.org,+1 (810) 202-8870,"63 School Crossing",Detroit,United States,"48211",Loyality Card,Coffee Type,Roast Type,"0.2",4.365,Price per 100g,0.56745,6,26.19,3.4047
KRW-91640-596,"4/22/2022",Tildie Tilzey,ttilzeyeb@hostgator.com,+1 (314) 876-7205,"2812 Westend Hill",Saint Louis,United States,"63180",Loyality Card,Coffee Type,Roast Type,"0.5",7.17,Price per 100g,0.4302,3,21.509999999999998,1.2906
AOT-70449-651,"6/11/2022",Cindra Burling,N/A,+1 (518) 562-5402,"5461 Anniversary Crossing",Schenectady,United States,"12305",Loyality Card,Coffee Type,Roast Type,"2.5",20.585,Price per 100g,1.2351,5,102.92500000000001,6.1755
DGC-21813-731,"4/27/2022",Channa Belamy,N/A,+1 (863) 303-5561,"14 American Ash Parkway",Lakeland,United States,"33805",Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.50505,2,7.77,1.0101
JBE-92943-643,"12/29/2020",Karl Imorts,kimortsee@alexa.com,+1 (321) 156-1160,"250 Elmside Junction",Melbourne,United States,"32941",Loyality Card,Coffee Type,Roast Type,"2.5",27.945,Price per 100g,3.07395,5,139.725,15.36975
ZIL-34948-499,"7/14/2020",Marja Urion,murione5@alexa.com,+353 (715) 989-0283,"2 Sycamore Avenue",Virginia,Ireland,D18,Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.5373,2,11.94,1.0746
JSU-23781-256,"9/7/2021",Mag Armistead,marmisteadeg@blogtalkradio.com,+1 (504) 611-3400,"805 Kenwood Plaza",New Orleans,United States,"70179",Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.50505,1,3.885,0.50505
JSU-23781-256,"9/7/2021",Mag Armistead,marmisteadeg@blogtalkradio.com,+1 (504) 611-3400,"805 Kenwood Plaza",New Orleans,United States,"70179",Loyality Card,Coffee Type,Roast Type,"1.0",9.95,Price per 100g,0.597,4,39.8,2.388
VPX-44956-367,"6/9/2019",Vasili Upstone,vupstoneei@google.pl,+1 (785) 366-9983,"7 Dunning Trail",Topeka,United States,"66617",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.3582,5,29.849999999999998,1.7910000000000001
VTB-46451-959,"10/25/2020",Berty Beelby,bbeelbyej@rediff.com,+353 (537) 360-4393,"844 Sachs Avenue",Lucan,Ireland,K78,Loyality Card,Coffee Type,Roast Type,"2.5",29.785,Price per 100g,3.87205,1,29.785,3.87205
DNZ-11665-950,"2/28/2021",Erny Stenyng,N/A,+1 (217) 450-8384,"8 Pond Parkway",Springfield,United States,"62723",Loyality Card,Coffee Type,Roast Type,"2.5",36.455,Price per 100g,4.73915,2,72.91,9.4783
ITR-54735-364,"7/26/2020",Edin Yantsurev,N/A,+1 (856) 793-3491,"208 Main Park",Camden,United States,"8104",Loyality Card,Coffee Type,Roast Type,"0.2",2.685,Price per 100g,0.1611,5,13.425,0.8055
YDS-02797-307,"6/5/2022",Webb Speechly,wspeechlyem@amazon.com,+1 (206) 440-5750,"5 Helena Center",Seattle,United States,"98185",Loyality Card,Coffee Type,Roast Type,"2.5",31.625,Price per 100g,3.47875,4,126.5,13.915
BPG-68988-842,"2/21/2019",Irvine Phillpot,iphillpoten@buzzfeed.com,+44 (610) 826-3107,"07208 Eastlawn Drive",Wootton,United Kingdom,NN4,Loyality Card,Coffee Type,Roast Type,"0.5",8.25,Price per 100g,0.9075,5,41.25,4.5375
XZG-51938-658,"4/5/2020",Lem Pennacci,lpennaccieo@statcounter.com,+1 (254) 597-0519,"23 Kinsman Way",Waco,United States,"76711",Loyality Card,Coffee Type,Roast Type,"0.5",8.91,Price per 100g,0.9801,6,53.46,5.880599999999999
KAR-24978-271,"1/10/2019",Starr Arpin,sarpinep@moonfruit.com,+1 (804) 588-4160,"12 Bobwhite Road",Richmond,United States,"23242",Loyality Card,Coffee Type,Roast Type,"1.0",9.95,Price per 100g,0.597,6,59.699999999999996,3.582
FQK-28730-361,"4/12/2022",Donny Fries,dfrieseq@cargocollective.com,+1 (419) 138-9171,"404 Granby Trail",Toledo,United States,"43610",Loyality Card,Coffee Type,Roast Type,"1.0",9.95,Price per 100g,0.597,6,59.699999999999996,3.582
BGB-67996-089,"1/30/2022",Rana Sharer,rsharerer@flavors.me,+1 (304) 632-1951,"0 Granby Parkway",Huntington,United States,"25705",Loyality Card,Coffee Type,Roast Type,"1.0",8.95,Price per 100g,0.537,5,44.75,2.685
XMC-20620-809,"5/14/2021",Nannie Naseby,nnasebyes@umich.edu,+1 (407) 225-7234,"84666 Melvin Street",Winter Haven,United States,"33884",Loyality Card,Coffee Type,Roast Type,"0.5",8.25,Price per 100g,0.9075,2,16.5,1.815
ZSO-58292-191,"6/12/2022",Rea Offell,N/A,+1 (214) 171-1701,"3356 Ruskin Way",Dallas,United States,"75323",Loyality Card,Coffee Type,Roast Type,"0.5",5.37,Price per 100g,0.3222,4,21.48,1.2888
LWJ-06793-303,"1/2/2022",Kris O'Cullen,koculleneu@ca.gov,+353 (284) 183-7528,"39 Chinook Crossing",Adare,Ireland,H54,Loyality Card,Coffee Type,Roast Type,"2.5",22.885,Price per 100g,1.3731,2,45.77,2.7462
FLM-82229-989,"1/24/2022",Timoteo Glisane,N/A,+353 (316) 279-4429,"2 Coolidge Crossing",Ballivor,Ireland,D17,Loyality Card,Coffee Type,Roast Type,"0.2",4.755,Price per 100g,0.61815,2,9.51,1.2363
CPV-90280-133,"3/20/2019",Marja Urion,murione5@alexa.com,+353 (715) 989-0283,"2 Sycamore Avenue",Virginia,Ireland,D18,Loyality Card,Coffee Type,Roast Type,"0.2",2.685,Price per 100g,0.1611,3,8.055,0.48329999999999995
OGW-60685-912,"11/21/2020",Hildegarde Brangan,hbranganex@woothemes.com,N/A,"5 Pleasure Junction",Evansville,United States,"47747",Loyality Card,Coffee Type,Roast Type,"2.5",27.945,Price per 100g,3.07395,4,111.78,12.2958
DEC-11160-362,"10/13/2021",Amii Gallyon,agallyoney@engadget.com,N/A,"229 Spohn Center",Naperville,United States,"60567",Loyality Card,Coffee Type,Roast Type,"0.2",2.685,Price per 100g,0.1611,4,10.74,0.6444
WCT-07869-499,"10/19/2021",Birgit Domange,bdomangeez@yahoo.co.jp,N/A,"5 Sherman Drive",Charleston,United States,"29424",Loyality Card,Coffee Type,Roast Type,"0.5",5.37,Price per 100g,0.3222,5,26.85,1.611
FHD-89872-325,"4/29/2019",Killian Osler,koslerf0@gmpg.org,+1 (517) 647-5356,"81 Stuart Street",Lansing,United States,"48930",Loyality Card,Coffee Type,Roast Type,"1.0",15.85,Price per 100g,2.0605,4,63.4,8.242
AZF-45991-584,"10/12/2019",Lora Dukes,N/A,+353 (963) 987-6580,"4 Lakewood Gardens Lane",Boyle,Ireland,F52,Loyality Card,Coffee Type,Roast Type,"2.5",22.885,Price per 100g,2.05965,1,22.885,2.05965
MDG-14481-513,"5/19/2021",Zack Pellett,zpellettf2@dailymotion.com,+1 (318) 218-5955,"0 Lukken Court",Shreveport,United States,"71115",Loyality Card,Coffee Type,Roast Type,"2.5",25.875,Price per 100g,2.32875,4,103.5,9.315
OFN-49424-848,"7/3/2021",Ilaire Sprakes,isprakesf3@spiegel.de,+1 (408) 319-9787,"1969 Lakeland Avenue",San Jose,United States,"95194",Loyality Card,Coffee Type,Roast Type,"2.5",27.485,Price per 100g,1.6491,2,54.97,3.2982
NFA-03411-746,"2/8/2020",Heda Fromant,hfromantf4@ucsd.edu,+1 (610) 156-1700,"3341 Cascade Park",Philadelphia,United States,"19104",Loyality Card,Coffee Type,Roast Type,"0.5",7.77,Price per 100g,0.6993,2,15.54,1.3986
CYM-74988-450,"10/16/2020",Rufus Flear,rflearf5@artisteer.com,+44 (271) 881-4912,"30 Mayer Terrace",Sheffield,United Kingdom,S33,Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.50505,4,15.54,2.0202
WTV-24996-658,"10/23/2020",Dom Milella,N/A,+353 (361) 732-3444,"87 Cascade Crossing",Manorhamilton,Ireland,H16,Loyality Card,Coffee Type,Roast Type,"2.5",27.945,Price per 100g,3.07395,3,83.83500000000001,9.22185
DSL-69915-544,"3/10/2021",Wilek Lightollers,wlightollersf9@baidu.com,+1 (646) 793-8756,"8 Sunnyside Lane",New York City,United States,"10060",Loyality Card,Coffee Type,Roast Type,"0.2",3.585,Price per 100g,0.2151,3,10.754999999999999,0.6453
NBT-35757-542,"7/7/2021",Bette-ann Munden,bmundenf8@elpais.com,+1 (405) 290-3207,"465 Oxford Street",Oklahoma City,United States,"73119",Loyality Card,Coffee Type,Roast Type,"0.2",4.455,Price per 100g,0.49005,3,13.365,1.4701499999999998
OYU-25085-528,"2/5/2021",Wilek Lightollers,wlightollersf9@baidu.com,+1 (646) 793-8756,"8 Sunnyside Lane",New York City,United States,"10060",Loyality Card,Coffee Type,Roast Type,"0.2",4.455,Price per 100g,0.49005,4,17.82,1.9602
XCG-07109-195,"12/11/2020",Nick Brakespear,nbrakespearfa@rediff.com,+1 (973) 380-3976,"2 Jenna Hill",Newark,United States,"7112",Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.50505,6,23.31,3.0303
YZA-25234-630,"5/13/2022",Malynda Glawsop,mglawsopfb@reverbnation.com,+1 (203) 608-9937,"682 Express Court",New Haven,United States,"6510",Loyality Card,Coffee Type,Roast Type,"0.2",3.645,Price per 100g,0.40095,2,7.29,0.8019
OKU-29966-417,"10/23/2019",Granville Alberts,galbertsfc@etsy.com,+44 (788) 686-0408,"0 Pierstorff Center",Belfast,United Kingdom,BT2,Loyality Card,Coffee Type,Roast Type,"0.2",4.455,Price per 100g,0.49005,4,17.82,1.9602
MEX-29350-659,"9/11/2020",Vasily Polglase,vpolglasefd@about.me,N/A,"63 Maryland Trail",Toledo,United States,"43610",Loyality Card,Coffee Type,Roast Type,"1.0",13.75,Price per 100g,1.5125,5,68.75,7.5625
NOY-99738-977,"9/29/2019",Madelaine Sharples,N/A,+44 (572) 727-1868,"0 Mayfield Avenue",Newton,United Kingdom,IV1,Loyality Card,Coffee Type,Roast Type,"2.5",27.485,Price per 100g,1.6491,2,54.97,3.2982
TCR-01064-030,"3/3/2021",Sigfrid Busch,sbuschff@so-net.ne.jp,+353 (953) 333-8754,"6666 Express Pass",Bantry,Ireland,P75,Loyality Card,Coffee Type,Roast Type,"1.0",13.75,Price per 100g,1.5125,6,82.5,9.075
YUL-42750-776,"11/23/2021",Cissiee Raisbeck,craisbeckfg@webnode.com,N/A,"8026 Nobel Parkway",Shreveport,United States,"71161",Loyality Card,Coffee Type,Roast Type,"0.2",4.365,Price per 100g,0.56745,2,8.73,1.1349
XQJ-86887-506,"11/6/2021",Marja Urion,murione5@alexa.com,+353 (715) 989-0283,"2 Sycamore Avenue",Virginia,Ireland,D18,Loyality Card,Coffee Type,Roast Type,"1.0",14.85,Price per 100g,1.6335,4,59.4,6.534
CUN-90044-279,"1/29/2021",Kenton Wetherick,N/A,+1 (859) 628-7241,"6976 Knutson Lane",Lexington,United States,"40515",Loyality Card,Coffee Type,Roast Type,"0.2",3.885,Price per 100g,0.50505,4,15.54,2.0202
ICC-73030-502,"4/16/2022",Reamonn Aynold,raynoldfj@ustream.tv,+1 (414) 429-0919,"0380 Orin Road",Milwaukee,United States,"53263",Loyality Card,Coffee Type,Roast Type,"1.0",12.95,Price per 100g,1.1655,3,38.849999999999994,3.4965
ADP-04506-084,"7/24/2021",Hatty Dovydenas,N/A,+1 (281) 416-9557,"227 Huxley Hill",Amarillo,United States,"79176",Loyality Card,Coffee Type,Roast Type,"2.5",31.625,Price per 100g,3.47875,6,189.75,20.8725
PNU-22150-408,"8/11/2019",Nathaniel Bloxland,N/A,+353 (652) 208-7526,"04385 Tony Alley",Daingean,Ireland,E91,Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.26865,6,17.91,1.6118999999999999
VSQ-07182-513,"7/23/2019",Brendan Grece,bgrecefm@naver.com,+44 (933) 508-3795,"5 Butterfield Plaza",Halton,United Kingdom,LS9,Loyality Card,Coffee Type,Roast Type,"0.2",4.755,Price per 100g,0.61815,6,28.53,3.7089
SPF-31673-217,"6/9/2020",Don Flintiff,dflintiffg1@e-recht24.de,N/A,"7 Helena Junction",London,United Kingdom,WC1B,Loyality Card,Coffee Type,Roast Type,"1.0",13.75,Price per 100g,1.5125,6,82.5,9.075
NEX-63825-598,"2/22/2020",Abbe Thys,athysfo@cdc.gov,+1 (865) 217-6208,"847 Sloan Parkway",Knoxville,United States,"37924",Loyality Card,Coffee Type,Roast Type,"0.5",7.17,Price per 100g,0.4302,2,14.34,0.8604
XPG-66112-335,"7/19/2020",Jackquelin Chugg,jchuggfp@about.me,+1 (913) 466-8319,"973 Kings Hill",Shawnee Mission,United States,"66225",Loyality Card,Coffee Type,Roast Type,"2.5",20.585,Price per 100g,1.2351,4,82.34,4.9404
NSQ-72210-345,"9/20/2021",Audra Kelston,akelstonfq@sakura.ne.jp,+1 (954) 981-8804,"9522 Oak Valley Way",Fort Lauderdale,United States,"33330",Loyality Card,Coffee Type,Roast Type,"0.2",3.375,Price per 100g,0.30375,6,20.25,1.8225000000000002
XRR-28376-277,"5/2/2021",Elvina Angel,N/A,+353 (921) 742-1111,"4 Hanson Parkway",Tralee,Ireland,V92,Loyality Card,Coffee Type,Roast Type,"2.5",27.485,Price per 100g,1.6491,6,164.91,9.8946
WHQ-25197-475,"11/26/2021",Claiborne Mottram,cmottramfs@harvard.edu,+1 (512) 333-9861,"5 Monument Point",Austin,United States,"78715",Loyality Card,Coffee Type,Roast Type,"0.2",4.755,Price per 100g,0.61815,4,19.02,2.4726
HMB-30634-745,"2/18/2020",Don Flintiff,dflintiffg1@e-recht24.de,N/A,"7 Helena Junction",London,United Kingdom,WC1B,Loyality Card,Coffee Type,Roast Type,"2.5",22.885,Price per 100g,2.05965,6,137.31,12.3579
XTL-68000-371,"4/7/2020",Donalt Sangwin,dsangwinfu@weebly.com,+1 (301) 879-4079,"47 Granby Junction",Hyattsville,United States,"20784",Loyality Card,Coffee Type,Roast Type,"0.5",6.75,Price per 100g,0.6075,4,27.0,2.43
YES-51109-625,"1/31/2022",Elizabet Aizikowitz,eaizikowitzfv@virginia.edu,+44 (148) 635-3706,"7835 Namekagon Alley",Ashley,United Kingdom,SN13,Loyality Card,Coffee Type,Roast Type,"0.5",8.91,Price per 100g,0.9801,4,35.64,3.9204
EAY-89850-211,"2/19/2019",Herbie Peppard,N/A,N/A,"2 International Lane",Pasadena,United States,"91103",Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.26865,2,5.97,0.5373
IOQ-84840-827,"11/12/2019",Cornie Venour,cvenourfx@ask.com,+1 (318) 578-8039,"90 Commercial Pass",Shreveport,United States,"71161",Loyality Card,Coffee Type,Roast Type,"1.0",11.25,Price per 100g,1.0125,6,67.5,6.074999999999999
FBD-56220-430,"5/16/2022",Maggy Harby,mharbyfy@163.com,N/A,"69 Jackson Junction",Pensacola,United States,"32590",Loyality Card,Coffee Type,Roast Type,"0.2",3.585,Price per 100g,0.2151,6,21.509999999999998,1.2906
COV-52659-202,"2/12/2021",Reggie Thickpenny,rthickpennyfz@cafepress.com,+1 (213) 234-9242,"791 School Center",Los Angeles,United States,"90035",Loyality Card,Coffee Type,Roast Type,"2.5",33.465,Price per 100g,4.35045,2,66.93,8.7009
YUO-76652-814,"4/4/2021",Phyllys Ormerod,pormerodg0@redcross.org,+1 (919) 491-2772,"04 Arrowood Court",Durham,United States,"27705",Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.26865,6,17.91,1.6118999999999999
PBT-36926-102,"8/2/2021",Don Flintiff,dflintiffg1@e-recht24.de,N/A,"7 Helena Junction",London,United Kingdom,WC1B,Loyality Card,Coffee Type,Roast Type,"1.0",14.55,Price per 100g,1.8915,4,58.2,7.566
BLV-60087-454,"6/8/2022",Tymon Zanetti,tzanettig2@gravatar.com,+353 (351) 897-2630,"561 Cherokee Trail",Loughrea,Ireland,H62,Loyality Card,Coffee Type,Roast Type,"0.2",4.455,Price per 100g,0.49005,3,13.365,1.4701499999999998
BLV-60087-454,"6/8/2022",Tymon Zanetti,tzanettig2@gravatar.com,+353 (351) 897-2630,"561 Cherokee Trail",Loughrea,Ireland,H62,Loyality Card,Coffee Type,Roast Type,"0.5",6.75,Price per 100g,0.6075,5,33.75,3.0375
QYC-63914-195,"5/14/2020",Reinaldos Kirtley,rkirtleyg4@hatena.ne.jp,+1 (626) 635-6367,"6356 Di Loreto Road",Whittier,United States,"90605",Loyality Card,Coffee Type,Roast Type,"1.0",14.85,Price per 100g,1.6335,3,44.55,4.9005
OIB-77163-890,"12/25/2020",Carney Clemencet,cclemencetg5@weather.com,N/A,"09240 Arkansas Point",Birmingham,United Kingdom,B40,Loyality Card,Coffee Type,Roast Type,"0.5",8.91,Price per 100g,0.9801,5,44.55,4.9005
SGS-87525-238,"7/5/2021",Russell Donet,rdonetg6@oakley.com,+1 (804) 583-2067,"1 Petterle Terrace",Richmond,United States,"23237",Loyality Card,Coffee Type,Roast Type,"1.0",12.15,Price per 100g,1.3365,5,60.75,6.6825
GQR-12490-152,"3/14/2019",Sidney Gawen,sgaweng7@creativecommons.org,+1 (571) 317-3089,"9231 Stang Drive",Sterling,United States,"20167",Loyality Card,Coffee Type,Roast Type,"0.2",3.585,Price per 100g,0.2151,1,3.585,0.2151
UOJ-28238-299,"3/7/2021",Rickey Readie,rreadieg8@guardian.co.uk,+1 (775) 993-8273,"8 Everett Court",Carson City,United States,"89706",Loyality Card,Coffee Type,Roast Type,"0.2",3.585,Price per 100g,0.2151,6,21.509999999999998,1.2906
ETD-58130-674,"11/5/2021",Cody Verissimo,cverissimogh@theglobeandmail.com,N/A,"18 Bluestem Avenue",Upton,United Kingdom,DN21,Loyality Card,Coffee Type,Roast Type,"0.5",8.25,Price per 100g,0.9075,2,16.5,1.815
UPF-60123-025,"2/6/2020",Zilvia Claisse,N/A,+1 (612) 477-9298,"529 Judy Circle",Saint Paul,United States,"55123",Loyality Card,Coffee Type,Roast Type,"2.5",27.485,Price per 100g,1.6491,3,82.455,4.9473
NQS-01613-687,"3/12/2021",Bar O' Mahony,bogb@elpais.com,N/A,"478 Harper Junction",Huntsville,United States,"35895",Loyality Card,Coffee Type,Roast Type,"0.5",7.77,Price per 100g,1.0101,1,7.77,1.0101
MGH-36050-573,"8/3/2020",Valenka Stansbury,vstansburygc@unblog.fr,+1 (915) 530-3435,"10283 Ramsey Hill",El Paso,United States,"88553",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.3582,2,11.94,0.7164
UVF-59322-459,"7/25/2019",Daniel Heinonen,dheinonengd@printfriendly.com,N/A,"715 Kropf Hill",Decatur,United States,"30033",Loyality Card,Coffee Type,Roast Type,"2.5",34.155,Price per 100g,3.75705,6,204.93,22.5423
VET-41158-896,"4/29/2020",Jewelle Shenton,jshentonge@google.com.hk,+1 (650) 712-0135,"46367 Waubesa Hill",Orange,United States,"92668",Loyality Card,Coffee Type,Roast Type,"2.5",31.625,Price per 100g,3.47875,2,63.25,6.9575
XYL-52196-459,"5/2/2019",Jennifer Wilkisson,jwilkissongf@nba.com,N/A,"26051 Golf Course Road",Huntington Beach,United States,"92648",Loyality Card,Coffee Type,Roast Type,"0.2",2.685,Price per 100g,0.1611,3,8.055,0.48329999999999995
BPZ-51283-916,"8/29/2021",Kylie Mowat,N/A,+1 (206) 275-3973,"06512 Shopko Court",Milwaukee,United States,"53285",Loyality Card,Coffee Type,Roast Type,"2.5",25.875,Price per 100g,2.32875,2,51.75,4.6575
VQW-91903-926,"3/13/2020",Cody Verissimo,cverissimogh@theglobeandmail.com,N/A,"18 Bluestem Avenue",Upton,United Kingdom,DN21,Loyality Card,Coffee Type,Roast Type,"2.5",27.945,Price per 100g,3.07395,1,27.945,3.07395
OLF-77983-457,"2/16/2019",Gabriel Starcks,gstarcksgi@abc.net.au,+1 (423) 903-3146,"5 Northland Alley",Chattanooga,United States,"37416",Loyality Card,Coffee Type,Roast Type,"2.5",29.785,Price per 100g,2.68065,2,59.57,5.3613
MVI-04946-827,"11/27/2021",Darby Dummer,N/A,N/A,"6664 Huxley Place",Manchester,United Kingdom,M14,Loyality Card,Coffee Type,Roast Type,"1.0",14.85,Price per 100g,1.6335,1,14.85,1.6335
UOG-94188-104,"11/23/2021",Kienan Scholard,kscholardgk@sbwire.com,+1 (614) 199-9032,"47910 Longview Place",Columbus,United States,"43268",Loyality Card,Coffee Type,Roast Type,"0.5",6.75,Price per 100g,0.6075,5,33.75,3.0375
DSN-15872-519,"12/2/2021",Bo Kindley,bkindleygl@wikimedia.org,+1 (650) 799-2315,"2 Village Plaza",Pasadena,United States,"91186",Loyality Card,Coffee Type,Roast Type,"2.5",36.455,Price per 100g,4.73915,4,145.82,18.9566
OUQ-73954-002,"1/6/2019",Krissie Hammett,khammettgm@dmoz.org,+1 (415) 825-4799,"798 Grover Lane",San Francisco,United States,"94159",Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.1791,4,11.94,0.7164
LGL-16843-667,"5/5/2021",Alisha Hulburt,ahulburtgn@fda.gov,N/A,"7997 Artisan Crossing",Shreveport,United States,"71137",Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.26865,4,11.94,1.0746
TCC-89722-031,"10/23/2021",Peyter Lauritzen,plauritzengo@photobucket.com,+1 (215) 308-0788,"833 Monument Circle",Philadelphia,United States,"19141",Loyality Card,Coffee Type,Roast Type,"0.5",7.77,Price per 100g,1.0101,1,7.77,1.0101
TRA-79507-007,"12/16/2019",Aurelia Burgwin,aburgwingp@redcross.org,+1 (314) 407-3962,"0 Amoth Alley",Migrate,United States,"41905",Loyality Card,Coffee Type,Roast Type,"2.5",27.485,Price per 100g,1.6491,4,109.94,6.5964
MZJ-77284-941,"5/18/2019",Emalee Rolin,erolingq@google.fr,+1 (419) 597-8743,"2 Merry Center",Toledo,United States,"43666",Loyality Card,Coffee Type,Roast Type,"0.2",4.455,Price per 100g,0.49005,5,22.275,2.45025
AXN-57779-891,"7/14/2019",Donavon Fowle,dfowlegr@epa.gov,N/A,"1 Mockingbird Trail",Colorado Springs,United States,"80945",Loyality Card,Coffee Type,Roast Type,"0.2",2.985,Price per 100g,0.1791,3,8.955,0.5373
PJB-15659-994,"11/13/2020",Jorge Bettison,N/A,+353 (782) 457-9198,"3336 Lien Plaza",Longwood,Ireland,D02,Loyality Card,Coffee Type,Roast Type,"2.5",29.785,Price per 100g,3.87205,4,119.14,15.4882
LTS-03470-353,"7/16/2020",Wang Powlesland,wpowleslandgt@soundcloud.com,+1 (412) 453-4798,"2 Novick Junction",Pittsburgh,United States,"15274",Loyality Card,Coffee Type,Roast Type,"2.5",29.785,Price per 100g,2.68065,5,148.925,13.40325
UMM-28497-689,"11/3/2020",Cody Verissimo,cverissimogh@theglobeandmail.com,N/A,"18 Bluestem Avenue",Upton,United Kingdom,DN21,Loyality Card,Coffee Type,Roast Type,"2.5",36.455,Price per 100g,4.73915,3,109.365,14.217450000000001
MJZ-93232-402,"3/20/2022",Laurence Ellingham,lellinghamgv@sciencedaily.com,+1 (318) 670-8027,"4286 Kingsford Crossing",Shreveport,United States,"71115",Loyality Card,Coffee Type,Roast Type,"0.2",3.645,Price per 100g,0.40095,1,3.645,0.40095
UHW-74617-126,"2/16/2022",Billy Neiland,N/A,N/A,"02971 Alpine Court",Cleveland,United States,"44105",Loyality Card,Coffee Type,Roast Type,"2.5",27.945,Price per 100g,3.07395,2,55.89,6.1479
RIK-61730-794,"11/12/2020",Ancell Fendt,afendtgx@forbes.com,+1 (414) 811-7606,"6 Rutledge Trail",Milwaukee,United States,"53234",Loyality Card,Coffee Type,Roast Type,"0.2",4.365,Price per 100g,0.56745,6,26.19,3.4047
IDJ-55379-750,"10/5/2019",Angelia Cleyburn,acleyburngy@lycos.com,+1 (754) 355-3802,"45127 Melvin Avenue",Fort Lauderdale,United States,"33345",Loyality Card,Coffee Type,Roast Type,"1.0",9.95,Price per 100g,0.597,4,39.8,2.388
OHX-11953-965,"10/1/2019",Temple Castiglione,tcastiglionegz@xing.com,+1 (318) 820-6128,"0915 Novick Avenue",Shreveport,United States,"71105",Loyality Card,Coffee Type,Roast Type,"2.5",34.155,Price per 100g,3.75705,2,68.31,7.5141
TVV-42245-088,"3/6/2020",Betti Lacasa,N/A,+353 (930) 704-1778,"4 Lindbergh Trail",Beaumont,Ireland,D17,Loyality Card,Coffee Type,Roast Type,"0.2",3.375,Price per 100g,0.30375,4,13.5,1.215
DYP-74337-787,"10/23/2019",Gunilla Lynch,N/A,+1 (916) 626-5223,"9945 Eagan Circle",Sacramento,United States,"94207",Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.3582,1,5.97,0.3582
OKA-93124-100,"4/23/2020",Cody Verissimo,cverissimogh@theglobeandmail.com,N/A,"18 Bluestem Avenue",Upton,United Kingdom,DN21,Loyality Card,Coffee Type,Roast Type,"0.5",5.97,Price per 100g,0.3582,5,29.849999999999998,1.7910000000000001
IXW-20780-268,"6/24/2020",Shay Couronne,scouronneh3@mozilla.org,+1 (701) 894-8081,"67 David Lane",Fargo,United States,"58122",Loyality Card,Coffee Type,Roast Type,"2.5",36.455,Price per 100g,4.73915,2,72.91,9.4783
NGG-24006-937,"3/16/2021",Linus Flippelli,lflippellih4@github.io,+44 (200) 860-6521,"3657 International Terrace",Middleton,United Kingdom,LE16,Loyality Card,Coffee Type,Roast Type,"2.5",31.625,Price per 100g,3.47875,4,126.5,13.915
JZC-31180-557,"4/7/2020",Rachelle Elizabeth,relizabethh5@live.com,+1 (918) 203-3263,"2668 Dixon Plaza",Tulsa,United States,"74184",Loyality Card,Coffee Type,Roast Type,"2.5",33.465,Price per 100g,4.35045,1,33.465,4.35045
ZMU-63715-204,"9/30/2021",Innis Renhard,irenhardh6@i2i.jp,+1 (646) 225-6560,"73184 Fieldstone Junction",New York City,United States,"10045",Loyality Card,Coffee Type,Roast Type,"1.0",12.15,Price per 100g,1.3365,6,72.9,8.019
GND-08192-056,"5/1/2022",Winne Roche,wrocheh7@xinhuanet.com,+1 (317) 439-5584,"378 Scofield Place",Seminole,United States,"34642",Loyality Card,Coffee Type,Roast Type,"0.5",7.77,Price per 100g,1.0101,2,15.54,2.0202
RYY-38961-093,"1/21/2021",Linn Alaway,lalawayhh@weather.com,N/A,"5602 Florence Avenue",Fort Lauderdale,United States,"33345",Loyality Card,Coffee Type,Roast Type,"0.2",3.375,Price per 100g,0.30375,6,20.25,1.8225000000000002
